priority	id	word	categories	disposition	evidence
P2	word_5addcfe86574	dilemma	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	两难境地 | meaningDetailedZh为空 | “dilemma”常见含义为：两难境地。
P1	word_e5aa7264c903	thus	meaning_too_thin,definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	因此
P2	word_c2d1189db13a	boot	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	靴子；（英）汽车后备箱 | meaningDetailedZh为空 | “boot”常见含义为：靴子；（英）汽车后备箱。
P2	word_9e935c5c0efe	concrete	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	具体的，混凝土 | 同骨架出现4次
P2	word_bbc8d20f135d	jury	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	陪审团 | 同骨架出现66次
P2	word_5a6b2eef75b4	disagreement	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	分歧，不同意
P2	word_e28f57d1e6ce	mrs	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	夫人，太太 | meaningDetailedZh为空 | “mrs”常见含义为：夫人，太太。
P2	word_63ee6e6c528d	young	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	年轻的；幼小的 | 同骨架出现86次
P2	word_3ad3d754d530	visible	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	可见的 | 同骨架出现5次
P2	word_a3feb5f63280	competition	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	竞争；比赛
P2	word_41bf06d2ef8f	breach	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	违反；破裂
P1	word_f0ef7bff2a66	basketball	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	篮球 | meaningDetailedZh为空 | “basketball”常见含义为：篮球。
P2	word_5f1d8cd3b409	president	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	总统；主席 | 同骨架出现14次
P2	word_8bf7823f9148	latter	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	后者的 | 同骨架出现6次
P2	word_e8ff77488c17	reduction	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	减少；降低
P2	word_166c25f620ed	fragment	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	碎片；片段 | meaningDetailedZh为空 | “fragment”常见含义为：碎片；片段。
P2	word_aac7245637ce	fitness	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	健康；健身 | 同骨架出现86次
P2	word_a9fafe1d8642	obviously	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	显然地 | meaningDetailedZh为空 | “obviously”常见含义为：显然地。
P2	word_eed258640dc5	radical	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	根本的；激进的 | 同骨架出现173次
P2	word_bbb8ba13e31c	floor	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	地板；楼层 | meaningDetailedZh为空 | “floor”常见含义为：地板；楼层。
P1	word_b0932f442c4a	chair	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	椅子 | meaningDetailedZh为空 | “chair”常见含义为：椅子。
P2	word_1c4191c874c7	special	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	特别的；特殊的 | meaningDetailedZh为空 | “special”常见含义为：特别的；特殊的。
P2	word_19714186ebc9	category	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	类别；范畴
P1	word_540a373dc6c2	heritage	meaning_too_thin,definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	遗产 | 同骨架出现6次
P2	word_d6e09a26a333	master	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	硕士；主人
P2	word_a5a0ed15b039	waste	meaning_detailed_not_expanded	defer	浪费；废物；浪费的；废弃的
P2	word_39ed52d6835e	exclusive	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	独有的；排外的 | 同骨架出现22次
P2	word_6eb59c33eebd	curve	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	曲线；弯曲 | meaningDetailedZh为空 | “curve”常见含义为：曲线；弯曲。
P2	word_f4fdb515d040	supreme	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	最高的；至高无上的 | meaningDetailedZh为空 | “supreme”常见含义为：最高的；至高无上的。
P2	word_17b2e3abcc50	around	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	大约；到处
P2	word_3073e9b7e3f5	inference	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	推理；推论 | 同骨架出现5次
P2	word_d1d235ca47aa	inequality	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	不平等 | 同骨架出现23次
P1	word_5d68650a46d2	exclude	meaning_too_thin,definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	排除
P2	word_70ccf0de2cb2	negotiate	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	谈判；协商
P2	word_6b4ac4a1509e	nice	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	好的；令人愉快的 | meaningDetailedZh为空 | “nice”常见含义为：好的；令人愉快的。
P2	word_0ff110850d86	way	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	方式；方法；路 | meaningDetailedZh为空 | “way”常见含义为：方式；方法；路。
P2	word_9e62631d645f	flat	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	平坦的；公寓
P1	word_48ba14a253ea	europe	meaning_too_thin,definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	欧洲 | meaningDetailedZh为空 | “europe”常见含义为：欧洲。
P2	word_3a0a2e83c95a	manager	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	经理，管理人
P2	word_76c49df5e424	athlete	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	运动员 | 同骨架出现14次
P2	word_6f9a18171218	unyielding	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,multi_meaning_without_structured_senses	defer	顽强的；坚硬的；不能弯曲的，坚固的 | meaningDetailedZh为空
P2	word_4210bdd8993c	west	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	西方；西部的 | meaningDetailedZh为空 | “west”常见含义为：西方；西部的。
P2	word_8f09fb1dc819	while	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	当...时；而；一段时间
P2	word_3d3d37b1da95	undertake	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	承担；着手做 | 同骨架出现14次
P2	word_be016e0df9ec	precious	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	珍贵的 | 同骨架出现14次
P2	word_468ef9f7f3a0	rhubarb	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	大黄（植物） | meaningDetailedZh为空 | “rhubarb”常见含义为：大黄（植物）。
P2	word_2880e7f7ca7e	cool	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	凉爽；酷
P2	word_c316b6e2494c	pitch	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	音高；推销；投掷
P2	word_d36186386861	definitely	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	肯定地，当然 | 同骨架出现4次
P2	word_142260a2fd52	weakness	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	弱点；虚弱
P1	word_20120eee98d2	large	meaning_too_thin,definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	大的
P2	word_4ae56045c319	elder	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail	defer	年长的，长辈 | meaningDetailedZh为空 | “elder”常见含义为：年长的，长辈。
P2	word_ad8e0abb62be	meter	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	米；仪表 | meaningDetailedZh为空 | “meter”常见含义为：米；仪表。
P2	word_4c77f0c102cd	acceptance	definition_chinese_only,meaning_detailed_not_expanded	defer	接受；认可 | 接受；接纳；认可；验收
P2	word_ca2fa10c17fd	empirical	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	经验主义的 | 同骨架出现173次
P2	word_2abbec76cd8d	frequently	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	频繁地
P2	word_3ffd52d57101	alteration	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	改变，改动
P2	word_35f9561f8ff5	error	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	错误；失误
P2	word_f3083c5cc381	cottage	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	小屋；村舍
P2	word_7e65a2226cd7	amendment	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	修正案；修订 | meaningDetailedZh为空 | “amendment”常见含义为：修正案；修订。
P2	word_0ef0eaee90bc	customsdeclaration	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,target_absent_after_morphology	defer	海关申报 | meaningDetailedZh为空 | Before landing, passengers must complete a customs declaration form for any items they are bringing. | 词形归一化后仍未命中；本轮不自动重写
P2	word_109c61a4d5ad	ethnic	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	民族的；种族的 | 同骨架出现16次
P2	word_6d10a83e4016	skin	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses	defer	皮肤；皮 | meaningDetailedZh为空 | “skin”常见含义为：皮肤；皮。
P2	word_3019189ceee8	orient	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	朝向；使适应
P2	word_59427a49777b	strong	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	强壮的；强大的；强烈的 | 同骨架出现15次
P2	word_75f7a28bcff9	postcard	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,duplicate_template_example	defer	明信片 | meaningDetailedZh为空 | “postcard”常见含义为：明信片。
P2	word_1a06686281e8	mummy	definition_equals_meaning,definition_chinese_only,missing_meaning_detailed,generic_meaning_detail,multi_meaning_without_structured_senses,multi_meaning_without_quiz_senses,duplicate_template_example	defer	木乃伊；妈妈（英式口语） | meaningDetailedZh为空 | “mummy”常见含义为：木乃伊；妈妈（英式口语）。
P2	word_b7bcf8b5e9cb	globe	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	地球；球体 | 同骨架出现32次
P2	word_b9f15443b942	prove	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded,duplicate_template_example	defer	证明；证实 | 同骨架出现81次
P2	word_cd9e026ef0b0	registry	definition_equals_meaning,definition_chinese_only,meaning_detailed_not_expanded	defer	登记处；注册处
